ID_PARCEL,M_VV_1010m,M_Inc_1010,M_NDVI_101
"1074068",0.060930818200543,41.2116338536359,59.9642857142857
"9604694",0.0557034390828,40.9815223366323,18.2616959064327
"1088764",0.047198986934452,40.9124392029724,74.024765478424
"1088761",0.065274193734498,40.9225869270751,21.6156111929308
"9604695",0.035546508633317,40.9380743900119,16.1812778603269
"1088760",0.062577723344301,40.9818153381348,18.4924554183813
"9604696",0.033624156303979,40.9331979280028,21.5658458244111
"1088763",0.045492743491428,40.9307614705282,17.7645348837209
"9604697",0.059640350100321,40.9428884804007,17.8451845184518
"1088759",0.047310200637302,40.9537114732406,16.7614483493078
"1088758",0.060712901509858,40.9167845531177,24.984375
"1088683",0.060518775947492,40.9652774267162,17.4464285714286
"1088684",0.064101986667394,40.948728034138,18.092337164751
"9606319",0.033886272446993,41.1315147009763,67.6864406779661
"1075323",0.041205192004468,41.1476030954782,86.3464912280702
"1075322",0.030885779013788,41.1314269270852,27.7808219178082
"9606320",0.036183133988966,41.1188398954204,63.3715953307393
"1075318",0.042783857701291,41.1312808801632,62.9411764705882
"1075315",0.059436074999341,41.117952651129,70.4038123167155
"1075316",0.033570236999383,41.1080129141242,80.2524590163934
"9607551",0.035169790011355,40.8256825429145,14.5722379603399
"9607571",0.086541814352823,41.1261381624586,46.3681818181818
"3448020",0.053116878620424,41.0916751277062,87.2521739130435
"1075321",0.041927962322593,41.1356172403228,82.7211538461538
"1098744",0.082553171981422,41.1353599306137,46.5681818181818
"3507862",0.095080538906834,41.0999558188699,69.7142857142857
"9608211",0.055083979866163,40.9396888827632,46.4576271186441
"9608353",0.069441698669846,40.8259621044197,44.6532663316583
"3545695",0.057714713880649,41.0836988595816,50.625
"3036982",0.036664133498913,40.3904763005206,35.8184931506849
"10011371",0.038531072651043,40.5358155811106,53.9247311827957
"10011372",0.025046772044152,40.533763885498,37.7857142857143
"3026755",0.082343914176095,41.1105510241365,63
"3026756",0.054108096666634,41.1071147257487,43.7876447876448
"3012833",0.0581403227621,41.0083736620451,48.4166666666667
"3012835",0.041176320642841,41.0171760247678,44.3913043478261
"3012834",0.043190526204418,41.0109748028694,79.7392344497608
"3012832",0.047294713613401,41.0045149519637,42.6116504854369
"3012830",0.03974939588256,40.990382323394,61.5769230769231
"3012829",0.050221570478188,40.9914994673295,72.063829787234
"3012828",0.040112639596272,40.9877641465929,55.4226804123711
"3012827",0.060665557311999,41.0086260099669,73.6831683168317
"3027751",0.038889530601136,40.8487529002974,81.8327402135231
"3027761",0.074220600732884,40.9344299375549,54.7582417582418
"3027760",0.023579429835081,40.8627319335938,34
"3027754",0.043379201592131,40.9426623569446,41.3225806451613
"2986594",0.038448703113063,41.0909741233941,52.6275362318841
"2986593",0.037692978223696,41.1098221998948,58.8397212543554
"2986596",0.073039705838476,41.0997285492566,77.1538461538462
"2986595",0.032157584666478,41.0962214807779,56.4544235924933
"2986604",0.075071801082231,41.191686630249,66.375
"2986598",0.053678983418633,41.1856861616114,67.7226890756303
"2986603",0.062495719601756,41.1916043820084,59.3858093126386
"2986606",0.055353008644937,41.1936342347081,44.2796833773087
"2991725",0.047592452976989,41.0057697931382,76.0286425902864
"2991724",0.040121866700155,41.0312856823528,74.9183486238532
"3003064",0.048284177182288,40.7327789306641,46.1631205673759
"3003051",0.061487634009692,40.7330817872859,34.3242392444911
"2991512",0.047579019353725,41.0069609642029,68.5
"3025754",0.04381305683637,41.2309708595276,45.8
"3025756",0.037892713584006,41.2305465698242,42.875
"3042867",0.077250932356062,41.015932527307,71.7407407407407
"3042869",0.036981874679374,41.0454887762302,23.88
"3026526",0.05304288221771,41.259080734543,86.2849162011173
"3049903",0.073340232087218,40.9661566250566,43.2911392405063
"3049902",0.050810568558162,40.9583248480274,39.4014814814815
"10012320",0.044386270849902,40.9589970954379,19
"3044290",0.047225965375576,41.2339256521159,54.6931216931217
"3044278",0.042210883542634,40.7683486269231,70.6285714285714
"3044280",0.071273786878652,41.2361783700831,71.6515957446808
"3044279",0.030758497749709,41.2341499328613,45.4883720930233
"3044276",0.045977968722582,41.2328770955404,64.4117647058823
"3008553",0.052583452998552,40.8757280926372,29.6241610738255
"3008554",0.059666253027639,40.8465028830937,26.4451612903226
"3008555",0.052708300800887,40.8521519705887,23.0606060606061
"3008556",0.058294773850293,40.8512041290845,24.9515418502203
"3026521",0.065437186509371,41.2591159473766,45.7631578947368
"10012334",0.036254087153006,41.2344658577279,70.9704724409449
"2990042",0.052428152546825,40.7766985605998,62.8392857142857
"2990047",0.036396381140661,40.853854638177,61.031007751938
"2990045",0.061313299907256,40.7630270223702,66.3205128205128
"2990123",0.047935292416773,40.743555489233,58.4329268292683
"2991389",0.040980269113096,40.905171596064,61.367941712204
"2991387",0.051394010490355,40.8970934074616,63.2622673434856
"2991383",0.051089133610001,40.9067950981582,65.3583815028902
"2991392",0.032236313527409,40.8696695009098,47.3415492957746
"2991394",0.060751356060306,40.7649307250977,51.40625
"10012386",0.060762749656071,40.8161641873491,71.3034482758621
"3016911",0.05942232014991,40.9140359223623,48.1553784860558
"3016903",0.04891648749399,40.9322922537572,89.3722397476341
"3016909",0.209584880363746,40.9007499694824,52.5913461538462
"3017209",0.065503033504517,40.9121889337763,41.8471615720524
"3016904",0.081091685447905,40.8931864075742,42.7064676616915
"3016913",0.071555667031895,40.9467423872514,72.2054794520548
"3016908",0.107915072285566,40.9227982885827,47.3758389261745
"3017205",0.118246265802703,40.8926782670364,47.3190476190476
"3017208",0.04912216626342,40.9025113567616,42.5925925925926
"3016910",0.08794725085401,40.9012415090184,58.4305555555556
"3016906",0.051136064046066,40.9272039269888,59.9738219895288
"3017210",0.082335095059265,40.9245687010427,45.8682170542636
"3016914",0.180353994593369,40.900993876987,51.1854304635762
"3017204",0.143079825251809,40.9131740176159,40.8661417322835
"3017207",0.051601857022394,40.9353609447238,81.9434306569343
"3016901",0.090657410383953,40.9137530430503,48.3843137254902
"3016982",0.052622628171569,40.9327967272023,84.1314432989691
"3016984",0.05981143166316,40.9143687816376,43.8185328185328
"3016912",0.068744072753073,40.9024298714428,47.6946902654867
"3017212",0.106260576588887,40.8923821502857,43.8292682926829
"3017206",0.057709860808541,40.9404786277631,89.1158301158301
"3016902",0.054295888667686,40.9276861881186,88.1535087719298
"3016981",0.124807888564985,40.9127760537728,42.2191235059761
"3016907",0.087155796587467,40.8923882654268,44.0247524752475
"3016980",0.114450250957578,40.8928322837756,44.2971698113208
"3017203",0.065006776894339,40.9018667178413,45.8767123287671
"3017211",0.065652776397254,40.9031563118713,50.9007936507937
"3016905",0.103842511440494,40.9029800721577,59.562091503268
"3016983",0.06567040999534,40.914375100817,44.1231343283582
"3047321",0.126326346609356,40.7677425844916,26.1645569620253
"3047319",0.104495684926709,40.770991007487,24.125
"3047322",0.09224549037489,40.7716945301403,31.125
"3047316",0.090842809528112,40.7723918914795,30.875
"3047318",0.087195467542518,40.7731298966841,31.6666666666667
"3047314",0.091355244883082,40.7738217440518,32
"3047317",0.084247021004558,40.7745927174886,32.75
"3047315",0.178790559822863,40.7753212668679,32.625
"3047320",0.296412838667276,40.7750581624557,5.34074074074074
"3000144",0.047762181127275,40.8822711366596,71.235807860262
"3027188",0.076074642262289,41.2377580915179,47.7777777777778
"10012458",0.078733574605965,40.8339730019454,36.9108108108108
"3000695",0.050940505114897,40.8236540969537,79.1388888888889
"3032734",0.072573353843172,40.8414631596318,55.7865384615385
"3026625",0.037157211398259,40.9899007786087,32.0601503759398
"3000765",0.133140227927918,40.9675700227979,66.026455026455
"10012459",0.052090939510514,40.8429083812556,51.1188811188811
"3045477",0.033096879645327,40.5535560460482,35.3333333333333
"3045478",0.040997430815963,40.5756711485636,58.9840637450199
"3045464",0.055266575771384,40.5482616424561,51.6388888888889
"3045465",0.027366016110971,40.536501848657,28.9897435897436
"3045468",0.045072234856586,40.5413646400903,46.2901785714286
"3045466",0.037383655858476,40.5478216031703,37.8666666666667
"3045476",0.029673667204651,40.5481567625566,20.0701986754967
"3045474",0.025518568359654,40.5321169419722,26.9652173913043
"3045472",0.024054780576844,40.5422412490845,35.0724637681159
"3045471",0.030032942786921,40.5359215114428,21.5714285714286
"3045470",0.033872580073856,40.5513448191213,30.1666666666667
"3045473",0.024409873258882,40.5338221157298,29.1009615384615
"3045475",0.026667028263603,40.5475952951532,34.2727272727273
"3045479",0.03427288554002,40.5420549660247,39.469387755102
"3045467",0.030683413449336,40.5386631774902,28.2388059701493
"3045469",0.035006941537247,40.5278951496097,28.3972602739726
"3013223",0.036485590291039,40.88126256389,43.5726495726496
"2991468",0.039548494286981,40.8651256935269,60.2285714285714
"2991471",0.055738363841859,40.8705712159475,44.7878787878788
"2991472",0.063086908073736,40.8654008162649,66.6962025316456
"2991397",0.02889886082052,40.8719185879356,42.9846153846154
"2991470",0.035321079702064,40.8724946439936,52.9354838709677
"2991469",0.03971743214746,40.8747335456053,55.6927374301676
"2991466",0.043867277687788,40.8700206115723,55.4930875576037
"2991395",0.032983492544064,40.8830115685096,50.2555555555556
"2991396",0.043954136019403,40.8509677540172,54.3333333333333
"2991393",0.039769341615406,40.8490325824634,70.5769230769231
"2991467",0.038707591993031,40.8464711567141,75.8187919463087
"2991384",0.059645455084601,40.913762506449,66.0277777777778
"2991391",0.040915136417053,40.8852871402064,58.6415094339623
"2991386",0.046021090198848,40.9022949874671,60.1538461538462
"2991385",0.025600918933345,40.8945693969727,57.2321428571429
"2991388",0.037639467684133,40.8847329025394,54.4468085106383
"2991390",0.056280037867483,40.8895400755587,71.9531914893617
"3030465",0.080607772484057,41.1568261093056,60.119425173439
"3031839",0.036629735835891,40.7761878779692,65.7489270386266
"3011511",0.045137380951576,41.2441974112366,69.2035763411279
"3042569",0.044994549681187,40.8700620350085,80.1406844106464
"3052222",0.054136834633634,40.7977887888749,45.793893129771
"3052221",0.132871924056893,40.809316725958,74.8181818181818
"3052220",0.071676809139704,40.7996840050038,51.2065663474692
"3052223",0.050431378448112,40.8239730436275,17.3069511355816
"3016836",0.030841609409739,40.8434898257256,46.3848101265823
"3016918",0.056507104028273,40.8571503573451,26.1925465838509
"3016917",0.086214571921416,40.855126175925,25.9324324324324
"3016916",0.065998461099527,40.835472056593,29.4725511302476
"10012697",0.078753150537286,40.8365041138071,17.5297718419588
"2999115",0.067215840087125,40.7614837780333,37.4
"2999117",0.033326738947675,40.7944336811095,51.1
"3044982",0.083719949985001,41.237276216348,47.1515151515151
"10013038",0.033627193642869,40.7339182354155,26.9344262295082
"10013039",0.02568196553186,40.7330904141278,26.7578947368421
"2989970",0.056351136550615,40.898191432363,66.5606060606061
"2989972",0.05394354024902,40.9120857715607,64.5670731707317
"2989975",0.065524801774656,40.9814910518313,55.5915492957746
"3004101",0.067904620371164,41.1714358891824,64.1521739130435
"10013392",0.041425327699319,41.1615708911692,79.5108695652174
"10013393",0.049354123778362,41.158420195554,60.9307692307692
"10013394",0.041808313693927,41.1637344983159,82.1176470588235
"3004026",0.054565199741402,41.1554319139133,34.8892857142857
"3004028",0.057298515510818,41.1624605884291,29.1621621621622
"3004027",0.055532317146869,41.1633018708565,26.7355371900826
"3004014",0.058859545398842,41.1697015344896,64.4158415841584
"3004102",0.059219687847522,41.171775862684,30.3155650319829
"3004024",0.070816363432798,41.1974688562854,65.7071129707113
"3004023",0.055358122285379,41.200765430684,51.2764705882353
"3004017",0.045615622530813,41.1642863232156,75.1714285714286
"3004016",0.052342221799372,41.15916586725,82.9447236180904
"3004096",0.052274154126644,41.1750294494629,38.3809523809524
"3004015",0.153518717200553,41.1796898056893,57.595818815331
"3004021",0.040722987645411,41.1677381881815,49.4306220095694
"3004022",0.081793683920599,41.1757876078288,56.0761904761905
"3004097",0.044520837113356,40.8694059798486,78.780487804878
"3004095",0.037731617384749,41.1582910305116,34.2377622377622
"3004012",0.044950595693748,41.172003667289,85.4362416107383
"3004013",0.063819138179506,41.1770927114431,84.0804597701149
"3004011",0.114429349373058,41.1807641457385,72.0982658959538
"10013405",0.073756291162517,40.9146913693106,28.1388174807198
"3001545",0.062007344024688,40.8913969742624,78.7159420289855
"3001548",0.043548119008336,40.8957561527917,85.3502673796791
"10013406",0.054769953820921,40.9092464021274,46.7882736156352
"3001543",0.043324153617725,40.9051329421307,82.9394736842105
"3001549",0.049652747331971,40.9004734909325,80.831847133758
"3001546",0.053316517906884,40.8816235987345,28.2153110047847
"3001544",0.06972820053005,40.8860594188894,27.0772058823529
"10013407",0.058220338676251,41.0517892553128,80.5488505747126
"10013408",0.058417854989937,41.0426915794802,80.3937823834197
"10013409",0.054305458322349,41.0416498472632,26.2736248236953
"10013410",0.063532413337035,41.051480628826,71.0945945945946
"3001552",0.054881653173726,41.0563600155584,67.1088235294118
"3001542",0.056411747959383,41.0675720593608,62.0102040816327
